fips,date,PRECTOT,PS,QV2M,T2M,T2MDEW,T2MWET,T2M_MAX,T2M_MIN,T2M_RANGE,TS,WS10M,WS10M_MAX,WS10M_MIN,WS10M_RANGE,WS50M,WS50M_MAX,WS50M_MIN,WS50M_RANGE,score
51109,2008-03-26,0.0,100.9,5.98,12.59,6.15,6.16,20.66,5.65,15.01,12.56,3.11,4.18,1.97,2.21,6.3,7.87,4.73,3.15,
37001,2013-09-11,0.73,99.93,13.81,25.64,19.01,19.01,33.28,19.13,14.16,25.95,1.82,2.34,1.46,0.88,3.49,4.45,1.84,2.61,
48211,2010-05-13,1.11,92.92,5.7,14.09,4.47,4.49,22.08,6.82,15.27,16.01,5.29,9.98,2.49,7.5,7.06,12.43,2.56,9.87,
16027,2008-09-27,0.0,91.31,4.39,18.25,0.6,0.66,26.36,11.36,15.0,16.9,1.27,1.95,0.52,1.43,1.72,2.66,0.8,1.85,
29097,2013-12-06,1.95,99.09,1.55,-6.78,-11.26,-11.02,-4.62,-11.14,6.52,-6.09,6.75,8.08,5.13,2.95,8.38,10.05,6.78,3.27,
41037,2009-06-17,0.69,84.32,7.58,15.19,7.24,7.25,22.07,8.84,13.22,17.18,3.62,6.24,2.16,4.08,5.11,7.71,2.83,4.88,
19083,2007-03-10,0.0,98.56,3.41,2.31,-1.78,-1.75,10.41,-2.82,13.23,1.11,3.23,4.8,1.83,2.98,5.16,8.36,2.67,5.68,
31099,2006-11-03,0.0,94.55,3.45,5.32,-2.38,-2.32,13.48,-2.37,15.85,5.11,6.7,9.9,3.74,6.16,9.79,12.2,6.94,5.26,
18013,2013-03-04,0.11,99.05,2.92,-0.28,-3.87,-3.82,4.29,-5.35,9.64,-0.37,3.31,4.86,1.16,3.7,5.09,7.12,1.84,5.28,
29145,2013-03-25,0.05,98.12,2.41,-2.46,-6.18,-6.11,1.99,-6.87,8.86,-2.05,5.45,7.37,3.05,4.32,7.82,9.53,5.41,4.12,
55045,2016-05-01,2.98,98.3,6.05,8.34,6.24,6.25,13.24,5.05,8.18,8.67,5.65,6.58,3.28,3.3,7.63,8.76,5.91,2.84,
54009,2007-07-02,0.0,98.4,6.03,17.3,6.15,6.16,25.25,8.75,16.49,17.25,1.53,2.11,1.05,1.06,3.44,5.13,1.76,3.37,
18173,2009-03-13,0.0,100.92,3.24,2.17,-2.2,-2.16,8.27,-3.89,12.15,2.49,3.16,4.67,2.18,2.48,5.03,6.84,3.55,3.29,
17139,2003-03-19,12.83,97.77,7.81,12.16,9.85,9.85,18.39,8.7,9.69,11.83,7.61,10.12,3.92,6.2,10.56,12.99,8.11,4.88,
5029,2011-05-29,0.0,98.63,14.56,23.36,19.58,19.58,29.03,17.24,11.78,23.31,3.02,4.15,2.23,1.92,5.98,6.94,3.93,3.0,
12049,2001-03-02,0.01,101.1,11.11,23.19,15.44,15.44,31.29,17.05,14.24,24.38,3.31,6.07,1.72,4.35,4.93,7.22,2.53,4.69,
27125,2008-12-15,0.19,98.91,0.35,-24.77,-26.4,-25.73,-22.48,-26.17,3.69,-24.48,7.46,10.97,4.93,6.03,9.55,13.34,7.57,5.76,
55047,2011-11-01,0.02,98.41,5.39,8.11,4.38,4.39,16.34,1.71,14.63,7.87,5.42,8.27,4.1,4.17,8.41,10.32,6.79,3.52,0.0
37033,2002-03-05,0.0,100.82,2.3,0.66,-6.65,-6.48,8.89,-6.21,15.1,0.84,2.57,3.47,1.49,1.97,4.58,7.33,2.54,4.79,3.0
13037,2011-03-20,0.0,101.3,11.53,19.56,16.37,16.37,25.87,13.58,12.29,19.17,2.83,3.98,0.93,3.04,4.42,6.89,1.29,5.6,
48377,2010-12-08,0.0,87.17,2.52,6.87,-7.38,-7.1,15.88,-0.43,16.3,6.63,2.52,3.88,1.14,2.75,3.75,6.39,1.48,4.9,
21187,2015-11-07,0.0,99.55,5.15,8.85,4.06,4.07,12.61,5.11,7.5,8.84,2.41,3.86,1.7,2.16,4.57,5.46,3.34,2.12,
54037,2007-08-09,23.07,98.83,17.9,28.24,22.96,22.96,32.52,24.33,8.19,28.52,1.42,1.62,0.96,0.66,2.58,4.06,1.41,2.65,
46049,2006-01-06,0.07,95.32,3.24,-1.22,-2.97,-2.95,4.31,-7.4,11.72,-2.1,5.18,7.53,3.24,4.29,8.48,10.25,5.77,4.48,
6035,2006-03-02,4.6,82.94,3.05,-2.87,-5.45,-5.42,0.23,-7.46,7.69,-3.46,3.53,6.92,1.51,5.41,5.35,10.99,2.3,8.68,
26055,2012-12-24,2.34,98.66,2.26,-5.04,-7.04,-7.0,-4.04,-6.04,2.01,-3.67,1.95,3.88,0.26,3.62,2.47,5.01,0.33,4.68,
51700,2011-10-05,0.0,101.94,8.85,15.95,12.4,12.4,22.1,11.14,10.96,16.05,2.89,3.59,2.26,1.33,5.02,6.17,3.92,2.25,
29201,2016-06-13,0.89,99.63,17.96,27.07,23.18,23.18,31.74,22.02,9.72,27.05,1.66,1.95,1.09,0.87,2.95,4.87,1.35,3.52,
18067,2012-11-02,0.01,98.63,4.13,4.08,0.91,0.93,10.57,-0.73,11.3,4.05,3.54,4.64,2.55,2.09,6.03,7.17,4.86,2.3,
45051,2012-01-23,0.78,101.99,9.17,13.39,12.52,12.52,18.13,8.6,9.53,14.0,4.36,5.91,2.8,3.1,5.79,7.57,3.2,4.37,
8081,2002-10-03,3.35,79.29,4.28,4.16,-1.78,-1.75,7.51,0.41,7.1,4.96,3.74,5.9,0.51,5.39,5.01,6.92,0.75,6.16,
55043,2009-04-23,0.06,97.82,6.61,11.6,6.9,6.91,21.57,2.72,18.85,11.76,7.36,9.5,3.72,5.78,10.06,11.86,7.48,4.37,
48367,2001-08-18,2.61,98.24,16.17,28.43,21.23,21.23,33.78,22.9,10.89,28.94,2.38,4.64,1.06,3.57,3.64,5.67,1.68,3.98,
16079,2010-09-21,1.47,86.52,5.97,7.74,4.15,4.15,13.2,2.53,10.67,7.28,1.57,2.02,1.22,0.81,2.86,3.38,2.27,1.1,0.0
38105,2001-09-04,0.0,93.52,6.67,23.09,6.87,6.89,32.57,14.78,17.8,23.64,3.66,6.65,0.91,5.74,5.51,10.34,1.2,9.14,0.0
13123,2012-11-19,0.0,96.2,5.57,8.56,4.71,4.71,15.79,3.68,12.1,7.33,1.43,1.88,0.8,1.08,2.85,4.02,1.24,2.78,
47099,2016-11-27,0.0,99.21,2.9,5.59,-3.77,-3.65,12.72,-2.25,14.97,5.48,2.33,3.31,1.33,1.98,4.53,6.94,1.58,5.36,
48269,2015-07-16,0.0,94.67,13.99,29.27,18.35,18.35,36.42,22.52,13.9,29.84,5.36,8.26,3.75,4.51,7.69,10.19,4.66,5.52,
29155,2008-11-23,1.7,101.45,4.04,5.26,-0.06,-0.0,12.28,-2.39,14.67,4.86,3.32,7.21,1.88,5.33,5.08,10.76,2.88,7.88,
28041,2014-02-11,28.1,101.21,4.82,4.19,3.42,3.42,5.94,2.44,3.5,4.42,2.78,3.24,2.06,1.18,4.4,5.09,3.42,1.67,0.0
47073,2004-10-08,0.03,95.39,7.49,13.94,8.77,8.77,21.71,6.34,15.37,13.95,2.16,2.95,1.61,1.35,4.46,5.17,2.69,2.48,
48259,2009-05-22,0.0,96.93,11.54,23.33,15.68,15.68,28.82,18.33,10.49,24.67,2.29,3.6,1.31,2.29,3.4,5.03,1.92,3.11,
16011,2003-03-30,0.03,84.68,3.85,6.3,-2.13,-2.09,16.24,-2.81,19.05,6.85,4.17,6.14,2.99,3.15,6.16,8.03,4.08,3.95,
51700,2009-06-18,12.06,100.89,15.88,24.59,21.38,21.38,29.58,20.26,9.32,24.58,3.79,4.85,2.41,2.44,6.15,7.32,4.22,3.09,
38027,2010-08-05,0.0,96.1,8.19,19.45,10.33,10.33,25.66,13.45,12.21,19.82,4.53,6.89,1.6,5.29,6.55,8.43,2.57,5.87,
26049,2016-04-06,8.15,97.84,4.26,2.36,0.85,0.86,6.1,-1.76,7.87,2.05,5.7,8.34,2.37,5.97,7.99,11.31,4.58,6.73,
12027,2016-06-09,29.37,101.23,19.1,26.07,24.5,24.5,28.49,24.03,4.46,26.1,1.73,2.83,0.32,2.51,2.75,5.26,0.56,4.7,
21079,2003-11-05,18.79,98.49,12.09,17.51,16.51,16.51,21.27,12.59,8.68,17.25,2.9,4.44,1.89,2.55,5.2,8.33,3.78,4.56,
12029,2005-06-07,0.82,101.14,17.54,27.16,23.07,23.07,30.34,23.56,6.78,27.03,1.39,2.1,0.77,1.33,1.83,2.58,1.01,1.58,0.0
23005,2008-06-23,6.25,100.58,11.87,18.16,16.7,16.7,21.52,15.42,6.09,18.08,2.24,3.26,1.32,1.94,3.91,5.32,2.14,3.18,
12051,2009-12-14,1.16,101.76,14.26,22.41,19.82,19.82,28.23,18.05,10.18,22.13,2.28,2.9,1.63,1.27,3.65,5.15,2.75,2.4,
31185,2012-04-05,0.18,95.44,5.68,12.75,4.67,4.7,19.5,7.67,11.83,13.99,4.27,6.12,2.54,3.58,6.28,8.21,4.64,3.57,
9003,2008-02-02,0.21,99.74,3.79,1.09,-0.17,-0.16,4.57,-3.14,7.7,0.95,3.58,4.88,1.86,3.02,6.79,8.79,4.36,4.43,
20091,2001-07-13,0.02,98.6,11.46,21.5,15.86,15.86,26.72,16.21,10.51,21.98,4.15,5.82,2.18,3.64,5.73,7.12,3.87,3.25,
48319,2004-04-22,0.0,94.61,13.12,23.86,17.28,17.28,31.46,18.02,13.44,24.9,5.64,6.53,5.03,1.5,7.64,8.77,6.16,2.61,
46119,2015-01-03,0.09,95.4,1.27,-12.18,-15.75,-15.13,-2.62,-19.87,17.25,-12.09,9.03,12.96,3.81,9.15,11.48,15.64,6.38,9.27,
51185,2015-05-21,4.2,93.89,8.49,12.51,10.48,10.48,16.15,7.55,8.6,12.48,2.05,3.05,0.26,2.79,4.0,5.64,0.7,4.94,
12037,2007-08-29,0.77,101.64,17.78,29.83,23.36,23.36,32.26,27.28,4.98,30.37,1.75,3.28,0.31,2.97,2.2,3.84,0.52,3.33,
26051,2016-05-01,3.25,99.01,5.38,5.94,4.69,4.69,7.95,3.73,4.22,6.19,5.08,6.25,3.59,2.66,6.91,7.85,6.08,1.77,
30071,2008-07-22,0.17,91.77,10.11,27.66,12.67,12.68,35.7,19.18,16.52,28.65,1.89,3.93,0.37,3.56,2.92,7.63,0.74,6.88,1.0
26097,2007-10-22,0.62,98.9,6.45,10.29,7.15,7.16,12.95,7.36,5.59,11.16,3.7,4.73,1.93,2.81,5.11,6.27,3.12,3.16,
48109,2016-10-07,2.27,87.43,7.76,14.49,8.02,8.02,17.95,10.68,7.26,15.25,6.15,10.54,2.24,8.3,8.04,12.67,3.75,8.92,
8111,2011-07-07,1.7,72.05,8.39,16.91,6.42,6.42,23.76,10.33,13.43,16.06,1.63,3.19,0.41,2.78,2.5,4.71,0.54,4.17,
41027,2005-07-13,0.05,93.73,8.4,14.7,10.35,10.35,20.66,10.07,10.59,14.85,2.12,2.63,1.32,1.31,3.68,4.21,2.88,1.33,
55033,2016-02-07,0.27,96.83,3.11,-1.93,-3.39,-3.37,1.4,-9.99,11.39,-2.65,7.77,10.57,5.99,4.58,10.55,12.88,9.33,3.54,
48135,2006-02-14,0.05,91.37,2.37,11.01,-7.4,-7.09,21.06,0.92,20.14,10.45,3.78,5.31,0.99,4.32,6.02,10.25,1.83,8.42,2.0
48269,2015-12-23,0.0,93.43,4.85,12.15,2.37,2.39,18.91,8.12,10.79,11.64,5.04,8.48,1.92,6.56,7.52,12.53,3.34,9.19,
51149,2016-11-10,0.0,101.22,4.88,9.08,3.54,3.55,15.18,4.71,10.47,9.05,2.79,3.67,1.41,2.26,5.42,6.87,3.06,3.81,
6031,2004-02-16,1.45,100.07,6.58,13.62,7.63,7.63,20.37,9.0,11.38,13.08,2.17,4.27,0.49,3.77,3.54,6.87,0.77,6.1,
33009,2013-01-03,0.03,97.14,0.67,-20.56,-20.87,-20.82,-13.4,-26.86,13.46,-21.25,2.38,3.11,1.36,1.75,4.11,5.36,2.98,2.38,
30055,2011-09-27,0.0,92.83,6.88,19.98,7.15,7.16,29.7,12.11,17.59,19.45,3.91,5.39,2.79,2.6,6.21,8.85,3.64,5.22,0.0
18025,2016-02-17,0.35,99.96,3.4,-0.03,-1.55,-1.54,3.21,-3.74,6.95,-1.2,1.71,2.42,0.51,1.92,2.8,5.07,0.66,4.41,
55067,2006-12-20,0.09,96.89,2.67,-2.35,-5.13,-5.09,3.08,-6.19,9.28,-2.84,4.67,6.28,2.63,3.65,7.33,9.9,5.17,4.73,
40133,2006-10-31,0.0,98.28,3.73,7.78,-0.91,-0.84,12.91,3.95,8.96,8.38,6.05,9.97,2.78,7.19,8.34,12.32,5.53,6.79,3.0
48125,2001-04-14,0.51,93.05,9.58,21.54,11.2,11.21,30.88,14.82,16.06,21.66,4.84,7.75,2.33,5.42,7.61,10.15,4.74,5.41,
6057,2010-08-11,0.0,87.76,6.01,17.05,4.39,4.4,23.89,10.48,13.41,16.93,2.5,4.15,0.48,3.67,4.22,5.91,0.79,5.12,
29199,2003-04-22,0.0,99.03,4.75,11.3,2.85,2.87,19.53,3.19,16.34,11.89,2.25,3.3,0.81,2.49,3.52,7.01,1.04,5.97,3.0
54107,2002-01-17,0.18,98.74,3.15,0.38,-2.85,-2.81,2.86,-2.47,5.33,0.34,2.51,3.19,1.18,2.0,5.04,6.41,3.1,3.31,
19127,2001-03-09,0.02,98.42,2.25,-4.29,-7.06,-7.01,1.4,-9.64,11.05,-3.67,2.91,4.34,1.1,3.24,4.09,7.03,1.58,5.44,
23015,2013-04-30,0.01,102.36,5.66,9.35,5.85,5.86,13.01,6.18,6.83,9.16,2.17,2.99,0.28,2.72,3.18,5.01,0.33,4.68,1.0
29177,2000-10-24,1.07,99.71,12.34,19.04,17.19,17.19,24.42,15.58,8.84,18.36,2.66,4.15,1.05,3.11,4.21,6.58,1.49,5.09,0.0
45065,2010-01-27,0.0,100.73,3.65,3.33,-0.55,-0.53,10.45,-2.46,12.91,2.92,1.41,2.24,0.3,1.93,2.55,4.88,0.37,4.51,
13095,2006-12-16,0.0,100.85,6.99,12.9,8.75,8.75,21.58,7.48,14.1,12.37,2.2,2.94,1.28,1.66,3.71,6.01,1.38,4.63,
5135,2015-03-17,0.03,100.17,7.37,12.86,9.08,9.09,18.86,6.51,12.35,12.82,3.13,4.74,2.15,2.59,5.9,6.78,3.28,3.5,0.0
39167,2001-11-29,1.07,98.33,9.0,13.53,12.11,12.11,19.1,9.77,9.33,13.54,1.96,2.63,1.54,1.09,4.95,6.17,3.46,2.71,
1093,2016-04-01,1.17,98.91,8.46,14.62,11.09,11.09,19.17,8.79,10.38,14.59,2.12,3.8,1.1,2.7,4.18,6.92,1.74,5.18,
28071,2016-02-16,0.47,99.79,5.73,7.25,5.54,5.55,15.19,3.08,12.11,7.12,3.56,7.1,1.03,6.07,5.86,10.91,1.71,9.2,0.0
29205,2000-05-27,7.04,97.98,12.07,20.15,16.34,16.34,22.94,14.11,8.83,20.25,4.65,6.95,1.62,5.33,6.89,8.79,2.86,5.94,
37151,2007-03-24,0.0,100.17,10.96,19.21,15.4,15.4,26.63,13.23,13.4,19.02,2.13,2.9,1.09,1.81,4.11,6.31,1.54,4.77,
51111,2012-09-07,0.07,99.93,13.11,23.99,18.11,18.11,30.88,18.8,12.08,23.85,1.24,1.89,0.68,1.22,2.52,4.43,1.09,3.34,
31067,2013-06-24,10.27,96.13,15.71,25.31,20.42,20.42,29.06,21.54,7.52,24.86,6.49,7.75,5.07,2.68,9.5,11.37,8.11,3.25,
28035,2016-07-28,1.43,100.71,16.88,27.05,22.35,22.35,32.92,22.12,10.8,27.09,1.71,2.57,1.13,1.43,3.92,4.55,2.51,2.05,
47013,2009-04-14,6.36,96.05,7.21,10.68,8.36,8.36,13.86,5.36,8.5,10.54,2.18,3.07,0.1,2.97,4.18,5.22,0.57,4.65,0.0
54009,2003-12-06,0.62,97.84,3.0,-1.59,-3.47,-3.45,1.99,-4.8,6.79,-1.71,2.39,3.23,1.93,1.3,4.56,5.88,3.89,1.99,
18001,2013-07-05,2.57,98.84,14.47,22.28,19.59,19.59,26.46,18.79,7.67,22.62,2.19,3.3,1.29,2.01,3.54,5.83,1.39,4.44,
8121,2011-07-20,0.18,85.35,11.25,28.21,13.24,13.24,35.98,20.29,15.69,30.09,3.49,4.96,1.01,3.95,4.77,6.14,1.06,5.08,
29227,2008-10-03,0.0,98.03,7.53,14.62,9.29,9.29,23.22,6.74,16.48,14.37,2.22,3.26,0.62,2.64,3.95,6.8,0.75,6.05,
51740,2010-06-08,0.04,101.8,10.06,22.41,14.19,14.19,26.05,18.55,7.5,23.26,2.79,3.63,0.37,3.26,3.65,5.68,0.44,5.24,0.0
28033,2002-10-05,0.03,100.68,9.65,17.95,13.45,13.45,23.53,13.93,9.6,18.03,3.35,5.34,2.18,3.16,5.39,6.95,3.52,3.43,
27017,2000-01-30,0.0,97.69,1.45,-11.65,-12.39,-12.39,-3.88,-17.78,13.9,-12.98,4.52,7.02,2.68,4.34,6.7,10.29,3.7,6.59,
48127,2002-11-06,0.0,100.32,5.43,13.84,4.95,4.96,22.51,6.21,16.3,13.49,2.3,3.69,0.66,3.04,4.0,7.75,0.66,7.1,
45027,2006-03-16,0.0,101.47,5.56,11.79,5.45,5.46,19.53,5.54,13.98,11.83,2.61,3.76,0.89,2.87,4.6,8.01,1.11,6.9,
39153,2016-02-04,0.83,98.73,3.09,-0.52,-3.01,-2.98,1.59,-3.01,4.6,-0.31,4.85,6.46,3.93,2.53,6.52,9.26,5.01,4.25,
47187,2003-05-07,37.44,98.46,16.14,22.01,21.27,21.27,24.69,20.12,4.57,21.72,3.5,5.63,0.65,4.98,6.12,8.16,1.46,6.71,
37055,2002-11-30,0.0,100.46,6.66,12.93,7.84,7.84,15.48,10.35,5.13,15.07,10.42,11.63,9.4,2.23,12.63,14.22,11.34,2.87,
44003,2000-04-18,9.19,100.9,4.53,4.37,2.47,2.48,6.65,2.34,4.31,4.55,4.37,5.13,3.09,2.04,6.91,8.09,4.84,3.25,0.0
18169,2000-05-14,0.12,99.09,4.54,11.16,2.26,2.29,18.17,4.24,13.93,11.77,5.49,8.52,2.49,6.03,8.08,10.74,4.17,6.57,
51107,2010-06-05,2.24,98.57,15.89,24.16,21.05,21.05,28.41,20.44,7.97,24.04,2.66,4.05,1.87,2.19,5.0,6.22,3.42,2.79,
41065,2008-07-01,0.26,92.86,11.05,20.42,14.33,14.33,28.22,13.77,14.44,21.12,2.32,3.18,1.89,1.3,3.58,4.71,2.38,2.33,0.2686
54011,2001-09-21,0.05,98.15,8.4,19.8,11.06,11.06,28.49,11.67,16.82,19.26,1.62,2.12,1.08,1.04,3.6,5.7,1.57,4.14,
13295,2003-03-05,22.67,97.42,9.06,13.02,12.05,12.05,17.24,9.8,7.44,12.95,2.08,2.72,1.38,1.34,4.28,5.58,3.09,2.49,
4007,2015-12-02,0.0,86.36,1.84,4.82,-11.15,-10.63,15.98,-1.88,17.85,4.16,3.41,5.27,1.03,4.24,5.76,8.8,2.02,6.78,
13295,2012-11-22,0.0,98.61,5.78,11.45,5.58,5.58,19.5,4.34,15.16,9.96,1.72,2.25,1.04,1.21,3.0,4.79,1.77,3.02,
20185,2001-08-12,0.15,95.3,9.2,27.09,11.95,11.96,36.0,17.7,18.3,28.6,3.15,5.29,1.09,4.2,4.93,8.19,1.27,6.92,
13095,2003-07-28,4.28,100.47,17.67,26.29,23.08,23.08,30.8,21.77,9.04,26.37,2.7,3.26,2.16,1.09,4.59,5.95,2.97,2.98,
24005,2006-09-20,0.02,99.86,7.51,16.07,9.58,9.58,20.35,11.21,9.14,16.67,4.94,6.81,3.4,3.41,7.6,8.6,6.69,1.91,
37161,2010-08-17,7.06,97.86,17.56,25.08,22.52,22.52,27.75,22.79,4.96,25.01,1.05,1.81,0.36,1.45,1.72,2.77,0.57,2.2,0.0233
29179,2004-05-02,2.84,98.81,5.59,10.57,5.09,5.1,17.8,6.41,11.39,10.62,1.91,2.38,1.34,1.04,3.45,4.27,2.4,1.87,
1089,2002-05-15,0.0,99.26,7.76,16.24,9.98,9.98,23.39,8.16,15.23,15.98,2.35,2.88,1.74,1.14,4.05,6.83,2.41,4.42,
5099,2015-10-15,0.0,100.6,4.61,24.86,2.69,2.75,36.44,15.12,21.33,24.78,2.09,3.03,0.66,2.37,5.01,6.33,0.93,5.41,
18145,2002-06-22,0.0,99.23,14.54,25.28,19.69,19.69,30.76,19.64,11.12,24.98,2.27,3.27,1.54,1.73,3.82,7.57,1.64,5.93,
5135,2000-04-12,0.01,100.95,4.36,8.84,1.89,1.92,14.59,4.3,10.29,8.97,3.15,4.75,1.78,2.97,5.59,7.28,4.39,2.89,
54029,2012-01-27,6.42,96.64,4.29,1.3,0.82,0.82,7.38,-2.89,10.26,1.15,3.45,5.04,1.88,3.15,6.27,8.08,3.43,4.65,
13047,2003-09-17,0.0,98.37,9.83,21.01,13.45,13.45,29.55,15.04,14.5,21.05,1.66,2.06,1.21,0.85,3.63,5.01,1.96,3.05,
55043,2008-09-11,9.25,98.23,12.21,18.35,16.36,16.36,24.25,11.97,12.27,18.19,5.84,8.3,4.12,4.18,8.55,10.61,7.06,3.55,
49037,2001-08-18,0.11,82.41,5.7,24.76,2.78,2.81,33.19,14.99,18.2,25.39,2.69,4.42,1.36,3.06,3.74,5.55,2.08,3.47,
5047,2006-06-27,0.0,97.47,8.11,23.06,10.29,10.3,30.91,13.34,17.57,22.42,1.69,2.27,0.18,2.09,3.18,4.3,0.22,4.08,1.0
26101,2000-09-05,0.0,100.73,7.27,16.61,9.24,9.24,18.54,14.56,3.98,19.46,5.34,8.22,3.86,4.35,5.93,9.28,4.32,4.96,0.0
13109,2012-08-21,3.36,101.02,16.23,24.34,21.8,21.8,27.36,21.48,5.88,24.49,0.94,2.24,0.1,2.15,1.44,2.91,0.18,2.72,0.0
46107,2009-02-27,1.52,96.28,0.63,-18.9,-20.79,-20.37,-16.71,-21.98,5.27,-18.19,3.47,5.99,1.51,4.48,4.39,7.21,1.9,5.31,
40057,2010-08-22,0.1,95.41,13.11,31.72,17.37,17.37,39.39,24.44,14.95,33.52,2.48,3.64,1.28,2.35,3.86,6.15,1.3,4.85,
18063,2016-03-21,0.0,99.38,3.68,3.99,-0.64,-0.61,10.28,-2.45,12.73,4.48,4.18,6.0,2.53,3.47,6.53,8.45,3.94,4.51,
35003,2006-09-28,0.0,78.05,4.08,13.82,-2.69,-2.6,23.55,6.09,17.46,14.05,3.13,4.1,2.21,1.89,4.97,7.37,2.66,4.71,
27129,2004-04-26,0.0,98.06,2.92,6.91,-3.89,-3.75,12.64,1.31,11.33,7.93,7.55,11.24,3.21,8.03,10.29,13.28,6.5,6.79,
28153,2001-02-19,0.01,101.51,5.66,8.58,5.14,5.14,17.76,-0.64,18.4,8.6,1.48,1.92,0.56,1.36,3.82,5.97,0.8,5.18,
21227,2013-12-31,0.0,100.22,2.64,-1.62,-4.78,-4.74,3.76,-5.14,8.9,-1.81,2.42,3.45,0.54,2.91,4.2,6.64,0.68,5.96,0.0
47145,2008-03-18,0.13,97.08,8.38,13.32,10.63,10.63,17.07,8.59,8.48,13.35,4.14,5.0,2.9,2.11,7.83,9.86,5.72,4.14,3.0254
47135,2001-08-26,12.72,99.23,13.05,27.03,17.86,17.86,35.05,20.5,14.54,27.09,1.72,2.65,1.16,1.49,3.72,4.66,2.78,1.88,
21143,2001-03-15,11.51,98.71,6.95,10.6,8.33,8.33,14.33,7.49,6.84,10.85,4.54,7.02,2.04,4.98,6.7,9.84,4.17,5.67,
38065,2009-01-20,0.02,94.54,2.3,-6.35,-7.35,-7.33,-2.1,-9.72,7.62,-7.32,5.9,7.97,3.72,4.25,9.13,10.79,6.84,3.94,0.9272
1081,2015-04-19,23.97,98.62,14.68,20.56,19.78,19.78,23.12,17.89,5.23,20.55,2.85,3.67,1.59,2.08,5.94,7.01,4.63,2.37,
12086,2004-12-01,0.07,101.86,12.56,24.27,17.82,17.82,25.57,23.23,2.34,25.06,1.9,3.73,1.23,2.5,2.09,4.27,1.31,2.96,
36001,2007-02-08,0.48,98.2,1.49,-10.22,-11.76,-11.68,-8.04,-12.5,4.46,-10.31,4.08,5.56,3.16,2.4,7.43,9.2,6.35,2.85,
29137,2012-04-26,0.0,98.51,9.48,18.49,12.85,12.85,24.67,12.92,11.74,18.65,4.49,5.54,2.95,2.58,7.0,9.65,4.57,5.08,
18099,2007-05-23,0.0,99.41,11.5,21.59,15.93,15.93,28.29,14.04,14.25,20.98,4.68,6.33,3.39,2.94,7.9,9.83,5.39,4.44,
41013,2014-04-20,0.05,87.48,3.74,8.38,-2.37,-2.27,18.37,-0.45,18.82,9.19,2.65,3.99,1.03,2.96,3.66,4.78,1.63,3.14,
19061,2002-04-13,0.04,98.85,6.74,11.37,7.87,7.87,18.56,4.16,14.4,11.9,2.41,3.89,1.23,2.67,3.98,8.26,1.36,6.9,
12027,2012-05-25,2.21,101.28,14.87,28.42,20.4,20.4,35.24,21.81,13.43,30.23,2.65,4.15,1.5,2.65,3.78,5.75,2.43,3.32,
20171,2010-01-12,0.0,92.15,2.95,2.09,-4.55,-4.47,11.2,-2.41,13.61,1.4,5.65,8.0,3.02,4.98,8.93,12.58,5.96,6.62,0.0
37097,2004-09-24,0.0,98.91,11.38,19.44,15.75,15.75,26.05,14.14,11.91,19.35,3.26,4.61,2.57,2.05,5.62,7.21,3.4,3.81,
27135,2002-11-14,0.16,97.73,1.27,-11.31,-13.45,-13.32,-6.47,-14.47,8.0,-11.7,2.49,3.44,1.64,1.8,3.39,4.63,2.57,2.06,
51013,2006-03-28,0.59,101.13,5.2,9.4,4.24,4.25,15.77,3.48,12.29,9.09,1.49,2.4,0.68,1.72,2.51,5.24,0.67,4.57,1.0
27003,2001-02-12,1.0,98.8,1.83,-8.33,-9.51,-9.47,-2.56,-12.87,10.31,-8.9,3.41,5.53,2.04,3.49,5.15,8.12,3.5,4.62,
19019,2005-04-10,0.29,97.75,10.1,18.11,13.73,13.73,24.56,10.96,13.6,18.31,5.95,7.27,3.96,3.31,8.66,10.95,6.63,4.32,
36089,2009-03-03,0.01,98.69,0.92,-14.12,-16.83,-16.52,-8.56,-18.43,9.87,-14.05,3.46,4.49,1.88,2.61,5.71,6.41,3.87,2.55,0.0
29183,2004-01-03,10.43,99.03,5.78,6.93,4.88,4.89,12.34,1.47,10.87,6.83,4.39,6.15,2.29,3.86,6.22,8.24,3.52,4.71,
21237,2005-08-04,0.04,98.06,10.41,29.08,14.22,14.22,37.51,19.34,18.18,28.24,0.99,1.92,0.12,1.8,1.86,3.99,0.11,3.88,
39151,2006-08-04,0.63,97.75,12.32,23.22,16.7,16.7,28.57,18.57,10.0,23.17,2.21,2.97,1.6,1.37,4.1,4.83,3.11,1.71,
29015,2006-11-04,1.56,99.08,4.39,7.91,1.77,1.79,11.89,4.83,7.06,7.84,3.69,5.06,2.73,2.33,6.42,7.3,5.35,1.95,
23011,2013-01-21,0.03,100.41,1.36,-8.69,-12.64,-12.37,-5.8,-12.08,6.27,-7.86,2.94,4.84,1.34,3.51,4.75,7.82,2.39,5.44,
47173,2012-03-21,0.05,97.17,11.38,19.14,15.53,15.53,25.11,14.32,10.79,19.03,2.11,2.56,1.71,0.85,4.42,6.81,2.64,4.18,
49017,2010-05-31,0.0,81.59,3.13,18.06,-5.35,-5.15,27.48,8.0,19.48,18.97,4.05,7.64,0.52,7.12,5.74,9.19,0.58,8.61,
47083,2007-02-02,1.03,99.36,2.67,-2.02,-4.78,-4.73,1.19,-6.61,7.8,-1.88,3.08,4.91,1.85,3.06,4.97,7.03,2.95,4.08,
